ProductName,Price,PcBrand,PcModel,EltCondition,EltWarranty,LaptopScreenSize,PcCpu,PcRam,PcVga,PcDriveCapacity,EltOrigin,Address,ShopRating,Comments
HP 14 AM056TU X1H03PA,2800000.0,HP,Notebook,Đã sử dụng (chưa sửa chữa),0.0,13.95,Intel Core i5,4.0,Onboard,500.0,,Tp Hồ Chí Minh,,
🔴Siêu phẩm MSI GS66 i7 11800H/16/1TB/3060/240Hz 🌸,22900000.0,MSI,GS Series,Đã sử dụng (chưa sửa chữa),4.0,15.95,Intel Core i7,16.0,NVIDIA,1000.0,,Tp Hồ Chí Minh,5.0,7.0
ROG Strix G15 R7-4800H/ 8GB/ 512GB /RTX 3050 144Hz,16900000.0,Asus,ROG Strix Scar,Đã sử dụng (chưa sửa chữa),4.0,15.95,Ryzen 7,8.0,NVIDIA,512.0,,Tp Hồ Chí Minh,5.0,19.0
"Laptop RTX 3060 6G, 16G, đẹp keng, BH 28/09/2023",16900000.0,Hãng Khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),7.0,15.95,Intel Core i5,16.0,NVIDIA,512.0,Việt Nam,Tp Hồ Chí Minh,4.2,34.0
✅𝐋𝐀𝐏𝐓𝐎𝐏 𝐆𝐎̣𝐍 𝐍𝐇𝐄̣✅𝐕𝐀̆𝐍 𝐏𝐇𝐎̀𝐍𝐆 𝐍𝐇𝐀̣̂𝐏 𝐊𝐇𝐀̂̉𝐔 𝐉𝐀𝐏𝐀𝐍✅,1600000.0,Hãng Khác,Dòng Khác,Mới,4.0,11.95,Khác,4.0,Onboard,128.0,,Tp Hồ Chí Minh,4.9,49.0
Asus core i3 ram 4 ổ HDD 500 màn 14in,2900000.0,Asus,Zenbook Series,Đã sử dụng (chưa sửa chữa),,13.95,Khác,4.0,Khác,500.0,,Trà Vinh,5.0,2.0
Dell E5470_I5-6300U Ram8 SSD128 14” Pin 2-3H,4500000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),1.0,13.95,Intel Core i5,8.0,Khác,128.0,,Tp Hồ Chí Minh,5.0,5.0
"Dell N7110 i5 gen2 - ram 4Gb - Ssd 120gb màn 17.3""",2700000.0,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),3.0,17.95,Intel Core i5,4.0,Onboard,128.0,,Tp Hồ Chí Minh,,
Dell xps,7000000.0,Dell,XPS,Đã sử dụng (chưa sửa chữa),7.0,13.95,Intel Core i7,8.0,Onboard,256.0,,Bình Phước,4.6,8.0
Dell Latitude 7480 i7 7600u 8G 256G máy đẹp Zin,6500000.0,Dell,Dòng Khác,Đã sử dụng (chưa sửa chữa),4.0,13.95,Intel Core i7,8.0,Onboard,256.0,,Tp Hồ Chí Minh,5.0,7.0
Laptop gaming Dell 5568 i7 RAM 16G SSD 512G giá rẻ,6700000.0,Dell,Vostro,Đã sử dụng (chưa sửa chữa),4.0,15.95,Intel Core i7,16.0,NVIDIA,512.0,,Hà Nội,,
"MacBook Pro 15"" 2015 i7/16/512",9500000.0,Apple,Macbook Pro,Đã sử dụng (chưa sửa chữa),0.0,15.95,Intel Core i7,16.0,Onboard,512.0,,Tp Hồ Chí Minh,5.0,52.0
surface laptop 2 i5 8250-8-128G-13.5'' cảm ứng 2K,5800000.0,Microsoft,Surface 2,Đã sử dụng (chưa sửa chữa),3.0,13.95,Intel Core i5,8.0,,128.0,,Tp Hồ Chí Minh,5.0,5.0
HP Probook 99%,5200000.0,HP,ProBook,Đã sử dụng (chưa sửa chữa),3.0,15.95,Intel Core i5,4.0,Onboard,128.0,,Bình Phước,,
ThinkPad X1 Carbon Gen 9 i5-11th 16G 512G Like New,21900000.0,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),4.0,13.95,Intel Core i5,16.0,Onboard,512.0,,Tp Hồ Chí Minh,3.0,2.0
3triêu 5 quá hời,355555.0,Acer,Dòng Khác,Đã sử dụng (qua sửa chữa),4.0,15.95,Intel Core i3,8.0,NVIDIA,1000.0,,Hà Nội,,
acer nitro5 i5 11300h/16/512gb/gtx 1650,12400000.0,Acer,Nitro 5,Đã sử dụng (chưa sửa chữa),0.0,15.95,Intel Core i5,16.0,NVIDIA,512.0,,Tp Hồ Chí Minh,,
Laptop Asus TUF Gaming R7-5800H RTX 3070 16GB Ram,29100000.0,Asus,A series,Đã sử dụng (chưa sửa chữa),4.0,15.95,AMD,16.0,NVIDIA,512.0,,Bến Tre,,
"C340 là chiếc laptop lai đầy sáng tạo, vừa mạnh mẽ",7500000.0,Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),4.0,13.95,Intel Core i5,8.0,Onboard,256.0,,Tp Hồ Chí Minh,,
Asus VivoBook X507MA.N4000/4G/SSD 256Gb,3500000.0,Asus,X series,Đã sử dụng (chưa sửa chữa),,15.95,Intel Celeron,4.0,Onboard,256.0,,Đắk Lắk,4.4,3.0
Dell corei5 có vga rời ram 16g hàng chuẩn mỹ 🔴🔴🔴,5900000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),0.0,13.95,Intel Core i5,16.0,NVIDIA,256.0,,Đà Nẵng,4.4,56.0
surface Pro 5 i5-7300U Gen 7th zin đẹp C/ứng mượt,4499000.0,Microsoft,Surface Pro 5,Đã sử dụng (chưa sửa chữa),4.0,11.95,,4.0,,128.0,,Tp Hồ Chí Minh,4.8,15.0
Dell Latitude 5490 i7 -8650 giá rẻ,6500000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),4.0,13.95,Intel Core i7,8.0,Onboard,256.0,,Tp Hồ Chí Minh,,
Macbook Air 2015,5500000.0,Apple,Macbook Air,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i5,8.0,,256.0,,Tp Hồ Chí Minh,1.0,1.0
Dell latitude 7400 Us chip i7 máy gần như máy mới,7300000.0,Dell,Latitude,Mới,4.0,13.95,Intel Core i7,16.0,,256.0,Mỹ,Hà Nội,3.0,2.0
HP Pavilion 14-DV2035TU i5-1235U 8GB/256GB FullBox,13500000.0,HP,Pavilion,Đã sử dụng (chưa sửa chữa),7.0,13.95,Intel Core i5,8.0,Onboard,256.0,,Cần Thơ,4.6,74.0
"Asus A411UA i5 8250U|8G|256G|13.3""FHD giá cực rẻ",4800000.0,Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),3.0,13.95,Intel Core i5,8.0,Onboard,256.0,,Tp Hồ Chí Minh,5.0,15.0
"Laptop Lenovo Yoga Slim 7 Core i7 1165G7 Mới 99,99",16800000.0,Lenovo,Yoga,Mới,4.0,13.95,Intel Core i7,8.0,Onboard,512.0,,Cần Thơ,5.0,2.0
HP Elitebook 830 G8 i7 1165G7 16G 512G 13 in FHD,16900000.0,HP,Elitebook,Đã sử dụng (chưa sửa chữa),5.0,13.95,Intel Core i7,16.0,Onboard,512.0,Mỹ,Tp Hồ Chí Minh,5.0,23.0
"Dell Latitude 5430 i7 1255U, RAM 16 GB, SSD 512 GB",29900000.0,Dell,Latitude,Mới,,13.95,Intel Core i7,16.0,Onboard,256.0,,Tp Hồ Chí Minh,5.0,19.0
✅𝐓𝐎𝐒𝐇𝐈𝐁𝐀 𝐍𝐇𝐀̣̂𝐓 𝐁𝐀̉𝐍❌Đ𝐄̣𝐏 𝐊𝐄𝐍𝐆 𝐂𝐇𝐀̣𝐘 𝐌𝐔̛𝐎̛̣𝐓❌,2500000.0,Toshiba,Tecra Series,Mới,4.0,13.95,Intel Core i3,8.0,Onboard,128.0,,Tp Hồ Chí Minh,4.9,49.0
Asus TUF 15 FX506LH 11400H RTX 3050 BH Keng còn BH,15500000.0,Asus,FX Series/ZX Series,Đã sử dụng (chưa sửa chữa),4.0,15.95,Intel Core i5,8.0,NVIDIA,512.0,,Hà Nội,5.0,34.0
asus k53sv cpu i5 2410m ram 4gb hdd 500gb,1900000.0,Asus,K series,Đã sử dụng (chưa sửa chữa),,15.95,Intel Core i5,4.0,NVIDIA,500.0,,Tp Hồ Chí Minh,3.5,33.0
Dell N7490 i7 10510U 8G 256G 14FHD 1.4kg led KB,11700000.0,Dell,Inspiron,Đã sử dụng (chưa sửa chữa),3.0,13.95,Intel Core i7,8.0,Onboard,256.0,,Hà Nội,4.6,5.0
Dell Latitude 5580 i7 7600U VGA 15.6-Inch Full HD,7800000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),,15.95,Intel Core i7,8.0,NVIDIA,256.0,,Tp Hồ Chí Minh,4.9,24.0
Dell vostro 3500 i5,11500000.0,Dell,Vostro,Đã sử dụng (chưa sửa chữa),0.0,15.95,Intel Core i5,4.0,NVIDIA,256.0,,Tp Hồ Chí Minh,,
🍎dell 7480 i7 7600U có 2cấu hình 8 256gb full HD,5200000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i7,8.0,Onboard,256.0,,Tp Hồ Chí Minh,4.9,6.0
Asus Vivobook S530F (i7-8565U/16gb/1TB/2gb -MX150,7390000.0,Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),,15.95,Intel Core i7,16.0,NVIDIA,1500.0,,Tp Hồ Chí Minh,4.3,29.0
Laptop cấu hình khoẻ giá rẻ,5500000.0,Dell,Vostro,Đã sử dụng (chưa sửa chữa),4.0,15.95,Intel Core i7,8.0,Onboard,128.0,,Khánh Hòa,5.0,1.0
"Acer Xách tay Mỹ - còn đầy đủ giấy tờ - New 99,9%",3500000.0,Acer,Aspire,Đã sử dụng (chưa sửa chữa),4.0,15.95,AMD,4.0,AMD,64.0,,Đà Nẵng,5.0,3.0
Rog G513 R7 4800H GTX 1650 BH 07/2024 Việt Nam,14800000.0,Asus,ROG Strix Scar,Mới,9.0,15.95,Ryzen 7,8.0,NVIDIA,512.0,,Hà Nội,5.0,11.0
Hp pavilion 15 i7-8550u/8/256/15.6” FHD/Vga MX130,7500000.0,HP,Pavilion,Đã sử dụng (chưa sửa chữa),,15.95,Intel Core i7,8.0,NVIDIA,256.0,,Tp Hồ Chí Minh,4.9,14.0
D570DD RYZEN 5 /8G/256GB SSD/GTX ĐỒ HỌA GAME MẠNH,8400000.0,Asus,Dòng Khác,Mới,5.0,15.95,Ryzen 5,8.0,AMD,256.0,,Đà Nẵng,3.5,4.0
Lenovo ThinkBook 15 G2 ITL i5 1135G7/8GB/512GB/15.,8500000.0,Lenovo,ThinkBook,Đã sử dụng (chưa sửa chữa),,15.95,Intel Core i5,8.0,AMD,512.0,,Đắk Lắk,5.0,1.0
Laptop Laptop Asus Vivobook M513UA Trắng,9100000.0,Asus,VivoBook S Series,Mới,3.0,13.95,Intel Core i3,8.0,,512.0,,Hà Nội,5.0,2.0
𝐃𝐄𝐋𝐋 𝟕𝟒𝟕 (𝐂𝐀𝐑𝐁𝐎𝐍)/𝐈𝟓 𝟲𝘁𝗵/𝐌𝐀̀𝐍 𝟐𝐊 𝐈𝐏𝐒 -CẢM ỨNG-𝟵𝟵%🆕,5900000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i5,8.0,Onboard,256.0,,Tp Hồ Chí Minh,4.8,32.0
Laptop Surface Laptop 2 i5 8350 ram 8 ssd,7999999.0,Microsoft,Surface,Đã sử dụng (chưa sửa chữa),1.0,13.95,Intel Core i5,8.0,Onboard,128.0,,Đà Nẵng,4.5,15.0
"MacBook Pro 15"" 2019 i7/32/512/Radeon Pro555X",23500000.0,Apple,Macbook Pro Touch Bar,Đã sử dụng (chưa sửa chữa),,15.95,Intel Core i7,32.0,AMD,512.0,,Tp Hồ Chí Minh,5.0,52.0
Dell latitude E7440,2450000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i5,4.0,Khác,128.0,,Hà Nội,4.4,7.0
LAPTOP ASUS TUF GAMING,12500000.0,Asus,Dòng Khác,Đã sử dụng (chưa sửa chữa),4.0,15.95,Intel Core i5,8.0,NVIDIA,,,Tp Hồ Chí Minh,5.0,2.0
Dell precision 5520 i7/Ram 32/SSD 1TB,11500000.0,Dell,Precision,Đã sử dụng (chưa sửa chữa),2.0,15.95,Intel Core i7,32.0,Khác,1000.0,Mỹ,Hà Nội,5.0,1.0
DELL E5440 I5-4 Zin Nguyên SSD Bảo hành 3Thang,2490000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),1.0,13.95,Intel Core i5,4.0,Onboard,128.0,,Tp Hồ Chí Minh,5.0,29.0
ACER ASPIRE 7 GAMING NGON BẢO HÀNH LÊN ĐẾN 3 NĂM.,11500000.0,Acer,Aspire,Đã sử dụng (chưa sửa chữa),4.0,15.95,Ryzen 5,8.0,NVIDIA,256.0,,Đà Nẵng,4.0,2.0
MSI GF75 i7 10750H GTX 1650Ti 17.3inch 144Hz Mạnh,12500000.0,MSI,GF Series,Đã sử dụng (chưa sửa chữa),3.0,17.95,Intel Core i7,8.0,Onboard,512.0,Việt Nam,Đà Nẵng,0.0,
Acer NiTro5 AN515-55 đẹp keng,13300000.0,Acer,Nitro 5,Đã sử dụng (chưa sửa chữa),,15.95,Intel Core i7,32.0,NVIDIA,512.0,,Tp Hồ Chí Minh,3.7,3.0
thanh lý Dell Latitude 7240 Core i5 ssd120Gb Zin,2550000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),,11.95,Intel Core i5,4.0,NVIDIA,128.0,,Hà Nội,4.6,6.0
dell precision 7530 i7 8750h 32gb 512 card p2000,13800000.0,Dell,Precision,Đã sử dụng (chưa sửa chữa),4.0,15.95,Intel Core i7,32.0,NVIDIA,512.0,,Hà Nội,,
Lenovo G400s i3-3110M ram 3Gb ổ 500gb như hình ạ,800000.0,Lenovo,Essential (G series),Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i3,4.0,Onboard,500.0,,Hà Nội,4.6,32.0
dell 7480 i5 máy đẹp zin đét,5800000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),3.0,13.95,Intel Core i5,8.0,Onboard,256.0,,Đắk Lắk,,
Laptop surface 2 i7 ram 8g ssd 256 nứt cảm ứnh,6200000.0,Hãng Khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),0.0,13.95,Intel Core i7,8.0,Onboard,256.0,,Hà Nội,3.0,2.0
Hp envy 13 2018 i5/8/256,8000000.0,HP,Envy,Đã sử dụng (qua sửa chữa),0.0,13.95,Intel Core i5,8.0,Onboard,256.0,,Hà Nội,,
MacBook Pro M1 16/256 Gray Fullbox chính hãng VN,26990000.0,Apple,Macbook Pro Touch Bar,Đã sử dụng (chưa sửa chữa),5.0,13.95,Khác,16.0,Onboard,256.0,,Tp Hồ Chí Minh,5.0,5.0
"Marbook prro.( 2009 ) ,hoc tap, van phong",2200000.0,Apple,Macbook Pro,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core 2 Duo,4.0,NVIDIA,320.0,,Tp Hồ Chí Minh,5.0,2.0
Lenovo Thinkpad P1 Gen 4 i7-11850H Quadro T1200 4K,34500000.0,Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),,15.95,Intel Core i7,32.0,NVIDIA,1000.0,Mỹ,Tp Hồ Chí Minh,5.0,1.0
Macbook Retina 12-inch 2017 M3 256gb,7500000.0,Apple,Macbook,Đã sử dụng (chưa sửa chữa),0.0,11.95,Khác,8.0,Onboard,256.0,,Tp Hồ Chí Minh,,
Laptop Dell Latitude 5490,6800000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),0.0,13.95,Intel Core i5,8.0,Onboard,256.0,,Tp Hồ Chí Minh,4.3,7.0
Dư dùng nên pass lại máy ngoại hình đẹp nhỏ gọn,5000000.0,Asus,Dòng Khác,Đã sử dụng (chưa sửa chữa),0.0,13.95,Intel Core 2 Quad,8.0,Khác,500.0,,Tp Hồ Chí Minh,5.0,1.0
LAPTOP ASUS,4999999.0,Asus,VivoBook S Series,Đã sử dụng (chưa sửa chữa),1.0,15.95,Intel Core i5,4.0,Khác,1000.0,,Cần Thơ,,
"HP 15.bs i3 gen 6, ram 8gb, màn 15.6inch",3700000.0,HP,Notebook,Đã sử dụng (chưa sửa chữa),1.0,15.95,Intel Core i3,8.0,Onboard,128.0,Việt Nam,Tp Hồ Chí Minh,4.9,28.0
Pocket book nhỏ cấu hình cao,5500000.0,Hãng Khác,Dòng Khác,Mới,,8.9,Khác,16.0,Onboard,256.0,,Hà Nội,5.0,2.0
HP 450 G5,7100000.0,HP,ProBook,Đã sử dụng (chưa sửa chữa),3.0,15.95,Intel Core i5,8.0,Onboard,128.0,,Phú Yên,5.0,1.0
bán 01 laptop dell latidude 5480 dùng lập trình ok,12500000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),0.0,13.95,Intel Core i7,16.0,Onboard,128.0,,Bình Định,,
Acer Nitro 5 AN515-57-54MV Core i5 11400H RTX 3050,14200000.0,Acer,Nitro 5,Đã sử dụng (chưa sửa chữa),1.0,15.95,Intel Core i5,8.0,NVIDIA,512.0,,Tp Hồ Chí Minh,,
𝙈𝙖𝙘𝙗𝙤𝙤𝙠 𝙋𝙧𝙤 𝟮𝟬𝟭𝟱 - Giá hạt dẻ,8900000.0,Apple,Macbook Pro,Đã sử dụng (chưa sửa chữa),,13.95,Intel Core i5,8.0,Onboard,256.0,,Cần Thơ,4.4,5.0
Bán laptop samsung galaxy book 12 window bản quyền,10200000.0,Samsung,Galaxyboook,Đã sử dụng (chưa sửa chữa),,11.95,Intel Core i5,8.0,Onboard,256.0,,Hà Nội,5.0,1.0
Laptop samsung chromebook2,1850000.0,Samsung,Chromebook,Đã sử dụng (chưa sửa chữa),0.0,11.95,Khác,2.0,Onboard,64.0,,Cần Thơ,4.0,15.0
Acer Nitro 5 i5 11400H/8GB/256GB/GTX 1650/144hz,13500000.0,Acer,Nitro 5,Đã sử dụng (chưa sửa chữa),4.0,15.95,Intel Core i5,8.0,NVIDIA,256.0,,Hà Nội,4.6,60.0
Asus x453s,1800000.0,Asus,A series,Đã sử dụng (chưa sửa chữa),1.0,13.95,Intel Celeron,4.0,Onboard,256.0,,Tiền Giang,4.5,17.0
"i5 th7 ram 8g ssd 120g, hdd 320g màn 15.6 ich",5000000.0,Dell,Vostro,Đã sử dụng (chưa sửa chữa),1.0,15.95,Intel Core i5,8.0,Onboard,128.0,Mỹ,Bình Dương,,
Del 5270 i5-6300/8G/256Gssd/12.5un Cảm Ứng FHD led,5700000.0,Dell,Latitude,Đã sử dụng (chưa sửa chữa),5.0,,Intel Core i5,8.0,Onboard,256.0,,Tp Hồ Chí Minh,5.0,10.0
Laptop Giá rẻ Hp vs lenovo hàng đẹp fullbox 99%,4600000.0,HP,Dòng Khác,Đã sử dụng (chưa sửa chữa),0.0,13.95,,4.0,,512.0,,Tp Hồ Chí Minh,5.0,2.0
Hp 15cs vỏ nhôm rất đẹp,7000000.0,HP,Pavilion,Đã sử dụng (chưa sửa chữa),0.0,15.95,Intel Core i3,8.0,Onboard,256.0,,Cần Thơ,3.0,1.0
HP CQ42 Pentium - T4500 Ram 4G SSD 14' Máy bền bỉ,1800000.0,Hãng Khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),,13.95,Intel Pentium,4.0,Onboard,,,Thừa Thiên Huế,4.8,17.0
"Asus X450 ( I3-4030U, Ram 4G, Ssd 128G )",2300000.0,Asus,X series,Đã sử dụng (chưa sửa chữa),1.0,13.95,Intel Core i3,4.0,Onboard,128.0,,Tp Hồ Chí Minh,,
